rank,ORF,GENE,Putative TOR pathway,1 week ,2 week ,5 week ,7 weeks,Norm_1,Norm_2,Norm_5,Norm_7,Norm,Description,Function,Localization
2081,YML068W,ITT1,,1.028087325,0.865708781,1.594195654,0.053696185,0.980561546,0.831328106,1.520305056,0.051446931,2.403080093,regulation of translational termination,molecular_function unknown,cellular_component unknown
2082,YLR194C,,,1.176151638,1.065291669,0.871785549,0.575256825,1.121781235,1.022984778,0.831378492,0.551160167,2.405523437,biological_process unknown,molecular_function unknown,cell wall (sensu Fungi)
2083,YMR251W,,,2.01743745,0.998217473,1.504753297,0.008459635,1.924176612,0.958574361,1.435008332,0.008105273,2.401687965,biological_process unknown,molecular_function unknown,cellular_component unknown
2084,YMR031C,,,1.388843533,1.079664548,1.561666617,-0.131369892,1.324640942,1.036786854,1.489283732,-0.125867001,2.400203585,biological_process unknown,molecular_function unknown,cytoplasm
2085,YPR146C,,,0.290604208,0.296975328,0.118089879,2.093118118,0.277170338,0.285181278,0.112616441,2.005440494,2.403238213,,,
2086,YGR041W,BUD9,,0.785000792,1.143414348,0.943869029,0.420743417,0.748712266,1.098004901,0.900120919,0.403119097,2.401244917,bud site selection,molecular_function unknown,bud neck
2087,YBR150C,TBS1,,1.425997387,0.888719261,1.193434037,0.425619316,1.360077271,0.85342475,1.138118647,0.407790752,2.399334149,biological_process unknown,molecular_function unknown,cytoplasm*
2088,YGR018C,,,0.818854912,0.858491547,1.194910612,0.454253118,0.781001399,0.824397496,1.139526783,0.435225126,2.399149406,,,
2089,YAR035W,YAT1,,1.99680965,0.926674395,1.481878992,0.098438777,1.904502381,0.889872537,1.413194245,0.094315322,2.397382105,alcohol metabolism*,carnitine O-acetyltransferase activity,mitochondrion
2090,YMR304C-A,,,2.305222973,1.683660543,0.91652888,-0.094827771,2.198658566,1.616795811,0.87404798,-0.090855576,2.399988214,,,
2091,YLR429W,CRN1,,2.064390917,1.835273129,0.562957199,0.10661297,1.968959543,1.762387269,0.536864264,0.10214711,2.401398643,actin filament organization*,microtubule binding*,actin cortical patch (sensu Saccharomyces)
2092,YPL256C,CLN2,,1.458211846,1.102246425,0.92079875,0.480318366,1.39080254,1.058471917,0.878119942,0.46019854,2.396790398,regulation of CDK activity*,"cyclin-dependent protein kinase, intrinsic regulator activity",cytoplasm*
2093,YDR284C,DPP1,,0.452310834,0.728764518,1.182841482,0.591628861,0.431401691,0.699822434,1.128017054,0.566846403,2.394685891,phospholipid metabolism,diacylglycerol pyrophosphate phosphatase activity*,vacuolar membrane (sensu Fungi)
2094,YBR006W,UGA2,,0.703257825,0.390177751,0.405287337,1.707280877,0.670748062,0.374682269,0.386502363,1.635765405,2.396950037,response to oxidative stress*,succinate-semialdehyde dehydrogenase [NAD(P)] activity,cytoplasm
2095,YCL064C,CHA1,,0.693864931,1.235543721,1.137075822,0.130111384,0.661789376,1.186475457,1.084372622,0.12466121,2.395509289,threonine catabolism*,L-serine ammonia-lyase activity*,mitochondrion
2096,YLR170C,APS1,,0.963741535,0.802407096,0.693732356,1.005246408,0.919190293,0.770540378,0.661578023,0.963138122,2.395256522,vesicle-mediated transport,clathrin binding,AP-1 adaptor complex
2097,YNL082W,PMS1,,0.947921737,0.896397006,1.344400846,0.259635388,0.904101803,0.860797582,1.282088179,0.248759645,2.391645406,meiosis*,DNA binding*,nuclear chromosome
2098,YOR313C,SPS4,,1.026066507,1.281800375,0.866161205,0.352428166,0.978634146,1.230895078,0.826014835,0.337665471,2.394575384,meiosis*,molecular_function unknown,cellular_component unknown
2099,YOR303W,CPA1,,0.961643255,1.493542421,1.653252256,-0.646937547,0.917189011,1.434228021,1.576624398,-0.619838289,2.39101413,arginine biosynthesis,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,cytosol
2100,YDR111C,ALT2,,1.151292999,0.983378003,1.286127358,0.229505654,1.098071745,0.944324224,1.226515654,0.219892001,2.390731879,biological_process unknown,transaminase activity,cytoplasm*
2101,YOR156C,NFI1,,1.6125629,1.527468774,0.206796386,0.764408001,1.53801835,1.466807026,0.197211422,0.73238808,2.396406528,chromosome condensation,molecular_function unknown,cytoplasm*
2102,YGR263C,,,0.967432367,0.792733154,0.613054661,1.092157902,0.922710508,0.761250626,0.58463972,1.046409022,2.392299368,biological_process unknown,molecular_function unknown,endoplasmic reticulum
2103,YDR030C,RAD28,,1.24921701,1.293897855,0.996200803,0.207482649,1.191468986,1.24251212,0.950027127,0.198791508,2.391330755,DNA repair,molecular_function unknown,nucleus
2104,YPL073C,,,0.642212139,1.932785245,0.347633481,0.216872938,0.612524357,1.856026798,0.33152075,0.207788451,2.395335999,,,
2105,YKR100C,,,0.61852256,0.695787288,1.871929389,-0.073936171,0.589929886,0.668154859,1.785165897,-0.070839094,2.382481662,biological_process unknown,molecular_function unknown,bud
2106,YBR183W,YPC1,,0.667144999,0.736868873,1.567344842,0.18766766,0.636304637,0.707604934,1.494698773,0.179806539,2.382110246,ceramide metabolism,ceramidase activity,endoplasmic reticulum
2107,YPR128C,ANT1,,1.509736679,1.066024475,1.136318475,0.288059252,1.439945515,1.023688482,1.083650378,0.275992876,2.383331735,peroxisome organization and biogenesis*,adenine nucleotide transporter activity,cytoplasm*
2108,YKL132C,RMA1,,2.078992521,1.929069345,0.278185782,0.277638712,1.982886154,1.852458471,0.265291936,0.266008837,2.383759243,biological_process unknown,tetrahydrofolylpolyglutamate synthase activity,cellular_component unknown
2109,YDL144C,,,0.833653134,0.949254602,1.352319602,0.182366927,0.795115538,0.911555996,1.289639903,0.174727846,2.375923745,biological_process unknown,molecular_function unknown,cytoplasm*
2110,YIL079C,AIR1,,1.603016721,1.274998187,0.975168124,0.22892192,1.528913465,1.224363032,0.929969308,0.219332719,2.373665059,mRNA-nucleus export,molecular_function unknown,nucleus*
2111,YDR179W-A,,,1.696905298,1.196719916,0.480156798,0.799979327,1.61846182,1.149193497,0.457901642,0.766469375,2.373564514,biological_process unknown,molecular_function unknown,cellular_component unknown
2112,YDR312W,SSF2,,1.080399802,0.942974782,0.794270233,0.738469995,1.030455755,0.905525572,0.757455992,0.707536578,2.370518143,ribosomal large subunit assembly and maintenance*,rRNA binding,nucleolus
2113,YFR016C,,,0.486284165,1.194893025,1.581470761,-0.302337752,0.463804524,1.147439159,1.508169959,-0.28967327,2.365935847,biological_process unknown,molecular_function unknown,cytoplasm*
2114,YIR018W,YAP5,,1.34923719,1.159247136,0.570838407,0.742739286,1.286865496,1.113208907,0.54438018,0.711627035,2.369216122,positive regulation of transcription from Pol II promoter,RNA polymerase II transcription factor activity,nucleus
2115,YNL085W,MKT1,,0.67344238,1.512351326,0.831497832,0.125726982,0.642310906,1.452289951,0.792958101,0.120460465,2.365708517,viral life cycle,molecular_function unknown,cytoplasm
2116,YNL179C,SRF6,,1.374923191,1.127159186,1.130306231,0.211767924,1.311364101,1.082395295,1.0779168,0.202897279,2.363209373,biological_process unknown,molecular_function unknown,cellular_component unknown
2117,YDR199W,,,1.536321535,1.176950788,0.575628022,0.716297212,1.465301423,1.130209478,0.548947797,0.686292581,2.365449855,,,
2118,YDL179W,PCL9,,0.937506718,1.192509488,1.552683747,-0.276717472,0.894168243,1.145150281,1.480717216,-0.265126186,2.360741311,cell cycle,"cyclin-dependent protein kinase, intrinsic regulator activity",cyclin-dependent protein kinase holoenzyme complex
2119,YOR245C,DGA1,,0.816603539,1.062251719,0.150715305,1.254753095,0.778854101,1.020065557,0.143729686,1.202193343,2.365988585,triacylglycerol biosynthesis*,diacylglycerol O-acyltransferase activity,lipid particle
2120,YLR073C,,,0.952605085,1.074293856,0.961110456,0.432042944,0.908568652,1.031629453,0.91656321,0.413945304,2.362137967,biological_process unknown,molecular_function unknown,endosome
2121,YMR292W,GOT1,,2.075908042,0.994605787,1.393496232,0.079068469,1.979944262,0.955106109,1.328908006,0.075756408,2.359770522,ER to Golgi transport*,molecular_function unknown,Golgi membrane
2122,YJL151C,SNA3,,1.228655209,0.76867701,1.399235858,0.29847454,1.171857704,0.738149845,1.334381601,0.285971883,2.358503329,biological_process unknown,molecular_function unknown,membrane*
2123,YOR229W,WTM2,,1.050560448,0.974116832,0.439773364,1.051004659,1.001995796,0.93543085,0.419389971,1.006979627,2.361800448,regulation of meiosis,transcription co-repressor activity,nucleus
2124,YGR028W,MSP1,,1.362348161,0.806745292,1.48812103,0.16950523,1.299370381,0.774706287,1.419146966,0.162404906,2.35625816,mitochondrial translocation,ATPase activity,mitochondrial outer membrane
2125,YLR001C,,,0.825345087,0.888880273,0.640137481,0.934826109,0.78719155,0.853579368,0.610467258,0.895667625,2.35971425,biological_process unknown,molecular_function unknown,vacuolar membrane (sensu Fungi)
2126,YGL110C,CUE3,,1.069967103,1.03747008,1.407606491,0.017797639,1.020505332,0.996268093,1.342364257,0.017052122,2.355684473,biological_process unknown,molecular_function unknown,cytoplasm
2127,YLR333C,RPS25B,,2.194885969,1.599383532,0.395273853,0.465465354,2.093422152,1.535865769,0.376953002,0.445967698,2.358786469,protein biosynthesis,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya)
2128,YMR245W,,,2.011759723,1.152251324,1.285883136,0.021840159,1.918761351,1.106490926,1.226282752,0.020925307,2.353698985,,,
2129,YGR080W,TWF1,,1.998153401,1.244084487,0.395088352,0.818120612,1.905784014,1.194677036,0.376776099,0.783850749,2.355303883,polar budding*,actin monomer binding,actin cortical patch (sensu Saccharomyces)
2130,YDR084C,TVP23,,0.854956111,0.673565828,0.644955308,1.136867579,0.815433734,0.6468159,0.615061779,1.089245877,2.351123556,biological_process unknown,molecular_function unknown,cytoplasm
2131,YFL052W,,,0.901894591,0.85726222,1.52496691,0.073034538,0.860202371,0.823216991,1.454285048,0.069975229,2.347477268,biological_process unknown,DNA binding,cellular_component unknown
2132,YMR194C-A,,,0.828964729,0.982019638,0.80139479,0.671729707,0.790643865,0.943019805,0.764250328,0.643591943,2.350862075,,,
2133,YJR038C,,,1.546086825,1.030996794,1.047262407,0.376679755,1.474615289,0.990051887,0.998722038,0.360901197,2.349675122,,,
2134,YER162C,RAD4,,0.820140911,0.834769428,1.414478412,0.205640414,0.782227949,0.801617475,1.348917666,0.197026441,2.347561583,"nucleotide-excision repair, DNA damage recognition",damaged DNA binding,repairosome*
2135,YKL129C,MYO3,,0.769563435,0.706105308,0.916419787,0.831691843,0.733988537,0.67806311,0.873943943,0.796853501,2.348860554,cell wall organization and biogenesis*,microfilament motor activity,actin cortical patch (sensu Saccharomyces)
2136,YOL045W,PSK2,,1.670133726,1.636478758,0.451440584,0.365999443,1.592927827,1.571487798,0.430516418,0.350668267,2.352672484,protein amino acid phosphorylation*,protein serine/threonine kinase activity,cytoplasm
2137,YOR216C,RUD3,,0.645901807,0.392724883,0.099795108,1.961298828,0.616043462,0.377128245,0.095169628,1.879142919,2.351440792,ER to Golgi transport,molecular_function unknown,Golgi apparatus
2138,YLR318W,EST2,,2.127113239,1.564031021,0.466696644,0.422792528,2.028782377,1.501917244,0.445065363,0.405082374,2.352064981,telomerase-dependent telomere maintenance,telomeric template RNA reverse transcriptase activity,nucleus*
2139,YNL293W,MSB3,,1.604998576,1.361272639,1.088230074,0.003217452,1.530803705,1.307211189,1.037790863,0.003082678,2.348084729,actin filament organization*,Rab GTPase activator activity,bud tip*
2140,YKL137W,,,1.228390433,0.842650616,0.689086707,0.918895629,1.171605167,0.809185671,0.657147698,0.880404449,2.346737818,biological_process unknown,molecular_function unknown,cellular_component unknown
2141,YDL170W,UGA3,,2.000570637,1.645898315,0.571033349,0.232905911,1.908089507,1.580533268,0.544566086,0.223149827,2.348249181,regulation of transcription from Pol II promoter*,specific RNA polymerase II transcription factor activity,nucleus
2142,YNL115C,,,1.008574401,0.687471022,1.648618292,0.109751388,0.961950654,0.660168864,1.572205217,0.105154065,2.337528146,biological_process unknown,molecular_function unknown,vacuole (sensu Fungi)
2143,YBR038W,CHS2,,0.47076929,1.41445393,0.935587496,0.094620071,0.449006861,1.358280443,0.892223233,0.090656576,2.341160252,response to osmotic stress*,chitin synthase activity,contractile ring (sensu Saccharomyces)
2144,YIR044C,,,1.071922026,0.938392364,1.278575468,0.227084862,1.022369884,0.90112514,1.219313792,0.217572613,2.338011545,biological_process unknown,molecular_function unknown,cellular_component unknown
2145,YKL007W,CAP1,,2.148970533,1.144457884,0.365304286,0.932056713,2.049629266,1.099006994,0.348372517,0.893014235,2.340393746,cell wall organization and biogenesis*,F-actin capping activity,actin cortical patch (sensu Saccharomyces)*
2146,YNR064C,,,2.168904447,2.045418903,0.302381546,0.093715933,2.068641687,1.964187334,0.288366232,0.089790311,2.342343877,biological_process unknown,molecular_function unknown,cellular_component unknown
2147,YDL202W,MRPL11,,1.985524722,1.170195558,0.490613693,0.779243547,1.893739126,1.123722524,0.467873862,0.746602187,2.338198573,protein biosynthesis,structural constituent of ribosome,mitochondrial large ribosomal subunit
2148,YDR335W,MSN5,,0.805890562,0.874856723,1.342187156,0.222684549,0.768636357,0.840112747,1.279977093,0.213356622,2.333446463,protein-nucleus export,protein binding*,nucleus
2149,YJR124C,,,1.044456808,0.964781581,1.323685015,0.149604898,0.996174311,0.926466338,1.262332522,0.14333817,2.332137031,biological_process unknown,molecular_function unknown,cellular_component unknown
2150,YFR014C,CMK1,,1.051524275,0.88186016,1.623379412,-0.067524718,1.002915068,0.846838051,1.548136154,-0.064696207,2.330277997,protein amino acid phosphorylation*,calmodulin-dependent protein kinase I activity,cytoplasm
2151,YKL079W,SMY1,,1.496380781,1.751504639,0.35599467,0.330013742,1.427207025,1.681945553,0.3394944,0.316189954,2.337629907,exocytosis,motor activity,bud neck*
2152,YDL127W,PCL2,,1.291507009,0.892264188,1.166327711,0.378340774,1.23180403,0.856828894,1.112268693,0.362492638,2.331590225,cell cycle,"cyclin-dependent protein kinase, intrinsic regulator activity",cyclin-dependent protein kinase holoenzyme complex
2153,YOR163W,DDP1,,1.236891764,1.8836267,0.206780315,0.346195747,1.179713504,1.808820531,0.197196095,0.331694119,2.337710745,diadenosine polyphosphate metabolism,diphosphoinositol-polyphosphate diphosphatase activity,cytoplasm*
2154,YBR259W,,,1.755407357,1.343903756,0.244546991,0.84217924,1.674259482,1.290532092,0.233212295,0.806901597,2.330645983,biological_process unknown,molecular_function unknown,cellular_component unknown
2155,YGR222W,PET54,,0.004852468,0.024966121,0.014646867,2.390762964,0.004628151,0.023974619,0.013967988,2.290617437,2.328560044,protein biosynthesis*,RNA binding*,mitochondrial inner membrane*
2156,YLR263W,RED1,,1.00745048,1.701110391,0.619261976,0.108810024,0.960878689,1.633552657,0.590559327,0.104252133,2.328364117,synaptonemal complex formation,molecular_function unknown,synaptonemal complex
2157,YPL107W,,,0.81912563,1.323452098,0.797862119,0.305660613,0.781259602,1.270892649,0.760881395,0.292856942,2.324630986,biological_process unknown,molecular_function unknown,mitochondrion
2158,YCL028W,RNQ1,,1.02703743,1.378689535,0.516720186,0.530660917,0.979560185,1.323936392,0.492770326,0.508432316,2.325139033,biological_process unknown,molecular_function unknown,cytosol
2159,YDR010C,,,1.153552676,0.997591918,1.315299745,0.11211573,1.100226964,0.957973649,1.254335908,0.107419368,2.319728924,,,
2160,YOL030W,GAS5,,2.22426216,1.479892903,0.781941301,0.161816504,2.121440358,1.421120579,0.745698504,0.15503825,2.321857332,biological_process unknown,molecular_function unknown,cell wall (sensu Fungi)
2161,YIL067C,,,1.405721582,1.686355878,0.463104235,0.27331002,1.340738763,1.619384103,0.441639461,0.261861467,2.322885032,biological_process unknown,molecular_function unknown,vacuole (sensu Fungi)
2162,YJR061W,,,2.113760927,1.288297059,0.451423512,0.683044018,2.016047307,1.237133754,0.430500137,0.654432314,2.322066205,biological_process unknown,molecular_function unknown,cellular_component unknown
2163,YBL046W,,,1.681372724,0.914955454,0.035854312,1.471176751,1.603647276,0.878619001,0.034192473,1.409551332,2.322362806,biological_process unknown,molecular_function unknown,nucleus
2164,YKR073C,,,0.451748998,0.461804083,0.070758202,1.889291157,0.430865828,0.44346404,0.067478576,1.810151543,2.321094159,,,
